CargoManifestId,tripId,departureDate,arrivalDate,ShipMmsi,TruckLicensePlate,containerNumber,DeparturePort,arrivalPort,xValue,yValue,zValue,ContainerDepartDate,ContainerArrivDate,load,payload,tare,length,width,height,IsoCode,idType,temp,ShipCaptain,ShipCEE,TruckDriver
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267108,N/A,028910,Los Angeles,Balboa,16,25,1,01/12/2021 07:34,05/12/2021 11:34,Concrete,7374,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267109,N/A,019124,Balboa,Cristobal,13,16,3,05/12/2021 11:34,09/12/2021 15:34,Fish,13583,3080,6.096,2.5908,2.5908,22R1,1,-1,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267110,N/A,022838,Los Angeles,Brest,9,1,1,01/12/2021 07:34,13/12/2021 19:34,Concrete,10752,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267111,N/A,031299,Brest,Zeebrugge,5,13,4,13/12/2021 19:34,17/12/2021 23:34,Raptor engines,16789,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267112,N/A,031540,Brest,Zeebrugge,8,0,6,13/12/2021 19:34,17/12/2021 23:34,Cars,13742,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267113,N/A,015480,Los Angeles,Cristobal,7,15,-1,01/12/2021 07:34,09/12/2021 15:34,Meat,26607,3080,6.096,2.5908,2.5908,22R1,1,-8,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267114,N/A,001889,Cristobal,Zeebrugge,2,8,1,09/12/2021 15:34,17/12/2021 23:34,Concrete,24583,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267115,N/A,033996,Balboa,Zeebrugge,9,21,2,05/12/2021 11:34,17/12/2021 23:34,Meat,19009,3080,6.096,2.5908,2.5908,22R1,1,-4,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267116,N/A,016813,Los Angeles,Balboa,3,24,6,01/12/2021 07:34,05/12/2021 11:34,Meat,22130,3080,6.096,2.5908,2.5908,22R1,1,3,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267117,N/A,010564,Cristobal,Brest,5,11,6,09/12/2021 15:34,13/12/2021 19:34,Vegetables,6523,3080,6.096,2.5908,2.5908,22R1,1,-11,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267118,N/A,026461,Los Angeles,Balboa,7,11,5,01/12/2021 07:34,05/12/2021 11:34,Concrete,8101,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267119,N/A,007825,Balboa,Brest,1,16,-1,05/12/2021 11:34,13/12/2021 19:34,Meat,6119,3080,6.096,2.5908,2.5908,22R1,1,4,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267120,N/A,031638,Cristobal,Brest,14,4,1,09/12/2021 15:34,13/12/2021 19:34,Cars,12488,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267121,N/A,024220,Los Angeles,Balboa,1,16,5,01/12/2021 07:34,05/12/2021 11:34,Cars,8105,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267122,N/A,001915,Balboa,Cristobal,14,6,0,05/12/2021 11:34,09/12/2021 15:34,Fish,15139,3080,6.096,2.5908,2.5908,22R1,1,-12,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267123,N/A,017800,Balboa,Cristobal,3,0,0,05/12/2021 11:34,09/12/2021 15:34,Fish,25966,3080,6.096,2.5908,2.5908,22R1,1,3,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267124,N/A,008161,Los Angeles,Cristobal,5,11,1,01/12/2021 07:34,09/12/2021 15:34,Concrete,23030,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267125,N/A,015641,Balboa,Zeebrugge,11,1,3,05/12/2021 11:34,17/12/2021 23:34,Laptops,18554,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267126,N/A,036970,Brest,Zeebrugge,5,16,-2,13/12/2021 19:34,17/12/2021 23:34,Ice-cream,14858,3080,6.096,2.5908,2.5908,22R1,1,-12,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267127,N/A,015977,Los Angeles,Zeebrugge,5,12,0,01/12/2021 07:34,17/12/2021 23:34,Raptor engines,20148,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267128,N/A,024148,Balboa,Cristobal,9,11,-2,05/12/2021 11:34,09/12/2021 15:34,Concrete,12929,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267129,N/A,037031,Cristobal,Brest,1,18,-2,09/12/2021 15:34,13/12/2021 19:34,Fish,11076,3080,6.096,2.5908,2.5908,22R1,1,4,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267130,N/A,035391,Balboa,Brest,11,21,-2,05/12/2021 11:34,13/12/2021 19:34,Processors,10494,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267131,N/A,035082,Balboa,Zeebrugge,15,2,6,05/12/2021 11:34,17/12/2021 23:34,Raptor engines,11661,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267132,N/A,008701,Los Angeles,Cristobal,16,2,2,01/12/2021 07:34,09/12/2021 15:34,Vaccines,6379,3080,6.096,2.5908,2.5908,22R1,2,-5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267133,N/A,027839,Cristobal,Brest,0,20,5,09/12/2021 15:34,13/12/2021 19:34,Ice-cream,21556,3080,6.096,2.5908,2.5908,22R1,1,-8,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267134,N/A,020267,Brest,Zeebrugge,2,18,4,13/12/2021 19:34,17/12/2021 23:34,Ice-cream,6669,3080,6.096,2.5908,2.5908,22R1,1,-12,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267135,N/A,031385,Balboa,Zeebrugge,10,23,-2,05/12/2021 11:34,17/12/2021 23:34,Vegetables,18892,3080,6.096,2.5908,2.5908,22R1,1,-5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267136,N/A,011456,Cristobal,Brest,11,5,-2,09/12/2021 15:34,13/12/2021 19:34,Concrete,5223,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267137,N/A,001987,Brest,Zeebrugge,4,17,6,13/12/2021 19:34,17/12/2021 23:34,Vegetables,15890,3080,6.096,2.5908,2.5908,22R1,1,3,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267138,N/A,010187,Los Angeles,Balboa,5,24,-2,01/12/2021 07:34,05/12/2021 11:34,Concrete,21723,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267139,N/A,008539,Brest,Zeebrugge,2,10,-2,13/12/2021 19:34,17/12/2021 23:34,Vegetables,23565,3080,6.096,2.5908,2.5908,22R1,1,-11,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267140,N/A,022057,Balboa,Brest,13,8,1,05/12/2021 11:34,13/12/2021 19:34,Processors,6984,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267141,N/A,024895,Balboa,Brest,4,5,4,05/12/2021 11:34,13/12/2021 19:34,Ice-cream,5943,3080,6.096,2.5908,2.5908,22R1,1,-1,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267142,N/A,015981,Balboa,Brest,14,5,4,05/12/2021 11:34,13/12/2021 19:34,Laptops,19649,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267143,N/A,007778,Brest,Zeebrugge,7,8,2,13/12/2021 19:34,17/12/2021 23:34,Vaccines,4699,3080,6.096,2.5908,2.5908,22R1,2,-5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267144,N/A,008664,Balboa,Cristobal,0,6,5,05/12/2021 11:34,09/12/2021 15:34,Vegetables,9379,3080,6.096,2.5908,2.5908,22R1,1,-3,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267145,N/A,027081,Brest,Zeebrugge,3,11,6,13/12/2021 19:34,17/12/2021 23:34,Ice-cream,23401,3080,6.096,2.5908,2.5908,22R1,1,5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267146,N/A,030338,Los Angeles,Zeebrugge,7,8,5,01/12/2021 07:34,17/12/2021 23:34,Concrete,4470,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267147,N/A,008838,Balboa,Cristobal,0,13,1,05/12/2021 11:34,09/12/2021 15:34,Processors,9534,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267148,N/A,020346,Balboa,Cristobal,12,22,-1,05/12/2021 11:34,09/12/2021 15:34,Meat,27084,3080,6.096,2.5908,2.5908,22R1,1,1,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267149,N/A,033967,Los Angeles,Brest,2,13,2,01/12/2021 07:34,13/12/2021 19:34,Cars,12074,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267150,N/A,028723,Los Angeles,Zeebrugge,9,7,0,01/12/2021 07:34,17/12/2021 23:34,Ice-cream,7366,3080,6.096,2.5908,2.5908,22R1,1,3,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267151,N/A,016292,Balboa,Brest,8,10,4,05/12/2021 11:34,13/12/2021 19:34,Meat,20652,3080,6.096,2.5908,2.5908,22R1,1,4,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267152,N/A,000504,Los Angeles,Zeebrugge,15,14,-2,01/12/2021 07:34,17/12/2021 23:34,Vegetables,11819,3080,6.096,2.5908,2.5908,22R1,1,0,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267153,N/A,012950,Los Angeles,Brest,13,17,0,01/12/2021 07:34,13/12/2021 19:34,Meat,17513,3080,6.096,2.5908,2.5908,22R1,1,-1,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267154,N/A,017065,Cristobal,Zeebrugge,1,6,6,09/12/2021 15:34,17/12/2021 23:34,Vaccines,19390,3080,6.096,2.5908,2.5908,22R1,2,-5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267155,N/A,012637,Cristobal,Brest,10,17,4,09/12/2021 15:34,13/12/2021 19:34,Laptops,23967,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267156,N/A,018711,Brest,Zeebrugge,5,17,6,13/12/2021 19:34,17/12/2021 23:34,Vaccines,24554,3080,6.096,2.5908,2.5908,22R1,2,-5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267157,N/A,036228,Los Angeles,Cristobal,8,3,1,01/12/2021 07:34,09/12/2021 15:34,Concrete,22605,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267158,N/A,003952,Balboa,Zeebrugge,3,16,0,05/12/2021 11:34,17/12/2021 23:34,Processors,19484,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267159,N/A,039594,Cristobal,Zeebrugge,13,12,3,09/12/2021 15:34,17/12/2021 23:34,Ice-cream,24104,3080,6.096,2.5908,2.5908,22R1,1,-12,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267160,N/A,006509,Los Angeles,Zeebrugge,5,17,-2,01/12/2021 07:34,17/12/2021 23:34,Concrete,4580,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267161,N/A,024701,Los Angeles,Cristobal,8,16,5,01/12/2021 07:34,09/12/2021 15:34,Smartphones,17251,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267162,N/A,036438,Balboa,Cristobal,12,15,2,05/12/2021 11:34,09/12/2021 15:34,Vegetables,22214,3080,6.096,2.5908,2.5908,22R1,1,-9,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267163,N/A,037275,Brest,Zeebrugge,5,9,-2,13/12/2021 19:34,17/12/2021 23:34,Raptor engines,20440,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267164,N/A,036752,Balboa,Cristobal,0,18,1,05/12/2021 11:34,09/12/2021 15:34,Cars,20326,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267165,N/A,028774,Cristobal,Brest,6,9,1,09/12/2021 15:34,13/12/2021 19:34,Processors,15719,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267166,N/A,006344,Los Angeles,Balboa,14,19,6,01/12/2021 07:34,05/12/2021 11:34,Processors,5361,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267167,N/A,016803,Balboa,Cristobal,13,7,3,05/12/2021 11:34,09/12/2021 15:34,Fish,24883,3080,6.096,2.5908,2.5908,22R1,1,2,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267168,N/A,013770,Los Angeles,Zeebrugge,7,19,0,01/12/2021 07:34,17/12/2021 23:34,Cars,14103,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267169,N/A,032199,Balboa,Brest,9,4,6,05/12/2021 11:34,13/12/2021 19:34,Vaccines,25473,3080,6.096,2.5908,2.5908,22R1,2,-5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267170,N/A,036640,Cristobal,Brest,13,11,6,09/12/2021 15:34,13/12/2021 19:34,Vaccines,23810,3080,6.096,2.5908,2.5908,22R1,2,-5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267171,N/A,018166,Cristobal,Brest,2,11,4,09/12/2021 15:34,13/12/2021 19:34,Smartphones,19272,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267172,N/A,030860,Los Angeles,Balboa,6,9,6,01/12/2021 07:34,05/12/2021 11:34,Laptops,6601,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267173,N/A,030368,Cristobal,Brest,16,8,3,09/12/2021 15:34,13/12/2021 19:34,Raptor engines,16896,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267174,N/A,037863,Brest,Zeebrugge,0,21,2,13/12/2021 19:34,17/12/2021 23:34,Meat,25696,3080,6.096,2.5908,2.5908,22R1,1,-5,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267175,N/A,019933,Balboa,Zeebrugge,5,6,6,05/12/2021 11:34,17/12/2021 23:34,Car Parts,23203,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267176,N/A,001218,Cristobal,Zeebrugge,1,25,-2,09/12/2021 15:34,17/12/2021 23:34,Vegetables,26417,3080,6.096,2.5908,2.5908,22R1,1,0,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267177,N/A,015296,Balboa,Zeebrugge,16,7,5,05/12/2021 11:34,17/12/2021 23:34,Fish,17428,3080,6.096,2.5908,2.5908,22R1,1,0,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267178,N/A,024618,Los Angeles,Cristobal,2,0,6,01/12/2021 07:34,09/12/2021 15:34,Laptops,16415,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267179,N/A,023053,Brest,Zeebrugge,11,22,-1,13/12/2021 19:34,17/12/2021 23:34,Meat,13933,3080,6.096,2.5908,2.5908,22R1,1,-6,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267180,N/A,020032,Cristobal,Brest,13,4,5,09/12/2021 15:34,13/12/2021 19:34,Smartphones,9771,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267181,N/A,023946,Balboa,Cristobal,8,24,-1,05/12/2021 11:34,09/12/2021 15:34,Vegetables,15038,3080,6.096,2.5908,2.5908,22R1,1,4,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267182,N/A,003094,Balboa,Cristobal,1,11,2,05/12/2021 11:34,09/12/2021 15:34,Cars,19542,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267183,N/A,030013,Los Angeles,Zeebrugge,9,19,3,01/12/2021 07:34,17/12/2021 23:34,Vegetables,23718,3080,6.096,2.5908,2.5908,22R1,1,-10,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267184,N/A,029912,Cristobal,Zeebrugge,14,1,2,09/12/2021 15:34,17/12/2021 23:34,Fish,7421,3080,6.096,2.5908,2.5908,22R1,1,3,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267185,N/A,026974,Los Angeles,Zeebrugge,7,8,-1,01/12/2021 07:34,17/12/2021 23:34,Vegetables,15528,3080,6.096,2.5908,2.5908,22R1,1,4,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267186,N/A,003467,Brest,Zeebrugge,15,18,2,13/12/2021 19:34,17/12/2021 23:34,Laptops,18537,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267187,N/A,009619,Cristobal,Brest,13,11,-2,09/12/2021 15:34,13/12/2021 19:34,Cars,15358,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267188,N/A,024125,Los Angeles,Brest,15,19,6,01/12/2021 07:34,13/12/2021 19:34,Laptops,22529,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267189,N/A,025380,Balboa,Cristobal,8,20,2,05/12/2021 11:34,09/12/2021 15:34,Car Parts,11729,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267190,N/A,025003,Cristobal,Brest,8,18,4,09/12/2021 15:34,13/12/2021 19:34,Processors,20448,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267191,N/A,002539,Los Angeles,Balboa,12,0,-1,01/12/2021 07:34,05/12/2021 11:34,Cars,12107,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267192,N/A,018465,Cristobal,Zeebrugge,3,13,-2,09/12/2021 15:34,17/12/2021 23:34,Processors,7870,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267193,N/A,004435,Los Angeles,Balboa,10,14,4,01/12/2021 07:34,05/12/2021 11:34,Cars,15282,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267194,N/A,039049,Cristobal,Zeebrugge,5,7,4,09/12/2021 15:34,17/12/2021 23:34,Vegetables,15983,3080,6.096,2.5908,2.5908,22R1,1,-9,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267195,N/A,013467,Los Angeles,Cristobal,9,8,6,01/12/2021 07:34,09/12/2021 15:34,Smartphones,16914,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267196,N/A,039267,Brest,Zeebrugge,13,22,1,13/12/2021 19:34,17/12/2021 23:34,Fish,21241,3080,6.096,2.5908,2.5908,22R1,1,-7,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267197,N/A,027695,Los Angeles,Cristobal,2,22,3,01/12/2021 07:34,09/12/2021 15:34,Raptor engines,20920,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267198,N/A,026826,Cristobal,Zeebrugge,16,16,5,09/12/2021 15:34,17/12/2021 23:34,Ice-cream,8320,3080,6.096,2.5908,2.5908,22R1,1,6,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267199,N/A,013750,Balboa,Zeebrugge,6,10,5,05/12/2021 11:34,17/12/2021 23:34,Car Parts,21732,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267200,N/A,016910,Balboa,Cristobal,3,13,5,05/12/2021 11:34,09/12/2021 15:34,Laptops,12097,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267201,N/A,025737,Cristobal,Brest,1,16,4,09/12/2021 15:34,13/12/2021 19:34,Concrete,10006,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267202,N/A,038011,Balboa,Brest,1,6,3,05/12/2021 11:34,13/12/2021 19:34,Concrete,3948,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267203,N/A,014463,Balboa,Brest,8,8,1,05/12/2021 11:34,13/12/2021 19:34,Meat,24707,3080,6.096,2.5908,2.5908,22R1,1,2,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267204,N/A,008621,Brest,Zeebrugge,12,15,5,13/12/2021 19:34,17/12/2021 23:34,Concrete,21239,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267205,N/A,001274,Brest,Zeebrugge,3,10,1,13/12/2021 19:34,17/12/2021 23:34,Concrete,10109,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267206,N/A,017137,Brest,Zeebrugge,11,9,-1,13/12/2021 19:34,17/12/2021 23:34,Processors,18212,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267207,N/A,015029,Balboa,Brest,0,7,0,05/12/2021 11:34,13/12/2021 19:34,Smartphones,14863,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267208,N/A,039814,Cristobal,Zeebrugge,9,24,4,09/12/2021 15:34,17/12/2021 23:34,Ice-cream,11487,3080,6.096,2.5908,2.5908,22R1,1,2,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267209,N/A,034747,Cristobal,Brest,4,11,0,09/12/2021 15:34,13/12/2021 19:34,Ice-cream,11299,3080,6.096,2.5908,2.5908,22R1,1,2,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267210,N/A,023074,Balboa,Cristobal,15,6,0,05/12/2021 11:34,09/12/2021 15:34,Raptor engines,24452,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267211,N/A,013145,Los Angeles,Balboa,6,6,6,01/12/2021 07:34,05/12/2021 11:34,Raptor engines,22353,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267212,N/A,029179,Los Angeles,Balboa,16,2,0,01/12/2021 07:34,05/12/2021 11:34,Fish,11568,3080,6.096,2.5908,2.5908,22R1,1,-4,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267213,N/A,038732,Balboa,Brest,1,9,2,05/12/2021 11:34,13/12/2021 19:34,Raptor engines,11562,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267214,N/A,003379,Brest,Zeebrugge,0,8,6,13/12/2021 19:34,17/12/2021 23:34,Ice-cream,18639,3080,6.096,2.5908,2.5908,22R1,1,2,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267215,N/A,010887,Balboa,Brest,2,15,-2,05/12/2021 11:34,13/12/2021 19:34,Processors,13846,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
00000002,00003,01/12/2021 07:34,17/12/2021 23:34,303267216,N/A,034406,Cristobal,Brest,13,17,5,09/12/2021 15:34,13/12/2021 19:34,Cars,4110,2300,6.096,2.5908,2.5908,22G1,0,N/A,0000004,0000005,N/A
